"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","exp_stage","which_round","num_click_in_round","num_cards","num_loss_cards","gain_amount","loss_amount","round_points","clicked_on_loss_card","reward","exp_id"
"1116","89","poldrack-single-stim","10","77571","0.0-8.1-0.1-0.1","pilot-40_ses-03_1","","1116","0","stim","<div class = cct-box><div1 class = titleBigBox>   <div class = titleboxLeft><div class = game-text id = game_round>Tour: 2</div></div>   <div class = titleboxLeft1><div class = game-text id = loss_amount>Pertes: -75</div></div>    <div class = titleboxMiddle1><div class = game-text id = gain_amount>Gains: 14</div></div>    <div class = titlebox><div class = game-text>Combien de cartes voulez-vous prendre? </div></div>     <div class = titleboxRight1><div class = game-text id = num_loss_cards>Nombre Mauvaises Cartes: </div></div>   <div class = titleboxRight><div class = game-text id = current_round>Points du tour: 0</div></div><div class = cardbox><div class = square><input type='image' id = 1 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 2 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 3 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 4 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 5 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 6 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div></div>","89,71","1116","test","2","1","6","1","14","-75","14","false","",""
"2340","89","poldrack-single-stim","11","79917","0.0-8.1-0.2-0.2","pilot-40_ses-03_1","","2340","0","stim","<div class = cct-box><div1 class = titleBigBox>   <div class = titleboxLeft><div class = game-text id = game_round>Tour: 2</div></div>   <div class = titleboxLeft1><div class = game-text id = loss_amount>Pertes: -75</div></div>    <div class = titleboxMiddle1><div class = game-text id = gain_amount>Gains: 14</div></div>    <div class = titlebox><div class = game-text>Combien de cartes voulez-vous prendre? </div></div>     <div class = titleboxRight1><div class = game-text id = num_loss_cards>Nombre Mauvaises Cartes: </div></div>   <div class = titleboxRight><div class = game-text id = current_round>Points du tour: 14</div></div><div class = cardbox><div class = square><input type='image' id = 1 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 2 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 3 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 4 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 5 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 6 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/chosen.png'></div></div>","89,71","2340","test","2","2","6","1","14","-75","28","false","",""
"2546","89","poldrack-single-stim","12","82468","0.0-8.1-0.3-0.3","pilot-40_ses-03_1","","2546","0","stim","<div class = cct-box><div1 class = titleBigBox>   <div class = titleboxLeft><div class = game-text id = game_round>Tour: 2</div></div>   <div class = titleboxLeft1><div class = game-text id = loss_amount>Pertes: -75</div></div>    <div class = titleboxMiddle1><div class = game-text id = gain_amount>Gains: 14</div></div>    <div class = titlebox><div class = game-text>Combien de cartes voulez-vous prendre? </div></div>     <div class = titleboxRight1><div class = game-text id = num_loss_cards>Nombre Mauvaises Cartes: </div></div>   <div class = titleboxRight><div class = game-text id = current_round>Points du tour: 28</div></div><div class = cardbox><div class = square><input type='image' id = 1 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 2 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 3 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/chosen.png'></div><div class = square><input type='image' id = 4 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 5 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 6 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/chosen.png'></div></div>","89,71","2546","test","2","3","6","1","14","-75","42","false","",""
"3677","71","poldrack-single-stim","13","86150","0.0-8.1-0.4-0.4","pilot-40_ses-03_1","","3677","0","stim","<div class = cct-box><div1 class = titleBigBox>   <div class = titleboxLeft><div class = game-text id = game_round>Tour: 2</div></div>   <div class = titleboxLeft1><div class = game-text id = loss_amount>Pertes: -75</div></div>    <div class = titleboxMiddle1><div class = game-text id = gain_amount>Gains: 14</div></div>    <div class = titlebox><div class = game-text>Combien de cartes voulez-vous prendre? </div></div>     <div class = titleboxRight1><div class = game-text id = num_loss_cards>Nombre Mauvaises Cartes: </div></div>   <div class = titleboxRight><div class = game-text id = current_round>Points du tour: 42</div></div><div class = cardbox><div class = square><input type='image' id = 1 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 2 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 3 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/chosen.png'></div><div class = square><input type='image' id = 4 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 5 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/chosen.png'></div><div class = square><input type='image' id = 6 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/chosen.png'></div></div>","89,71","3677","test","2","3","6","1","14","-75","42","false","",""
"-1","-1","poldrack-single-stim","14","88629","0.0-8.1-1.1","pilot-40_ses-03_1","","2454","0","ITI","<div class = cct-box><div1 class = titleBigBox>   <div class = titleboxLeft><div class = game-text id = game_round>Tour: 2</div></div>   <div class = titleboxLeft1><div class = game-text id = loss_amount>Pertes: -75</div></div>    <div class = titleboxMiddle1><div class = game-text id = gain_amount>Gains: 14</div></div>    <div class = titlebox><div class = game-text>Combien de cartes voulez-vous prendre? </div></div>     <div class = titleboxRight1><div class = game-text id = num_loss_cards>Nombre Mauvaises Cartes: </div></div>   <div class = titleboxRight><div class = game-text id = current_round>Points du tour: 42</div></div><div class = cardbox><div class = square><input type='image' id = 1 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 2 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 3 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/chosen.png'></div><div class = square><input type='image' id = 4 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 5 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/chosen.png'></div><div class = square><input type='image' id = 6 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/chosen.png'></div></div>","none","2250","","","","","","","","","","",""
"1204","89","poldrack-single-stim","15","89836","0.0-8.2-0.5-0.5","pilot-40_ses-03_1","","1204","0","stim","<div class = cct-box><div1 class = titleBigBox>   <div class = titleboxLeft><div class = game-text id = game_round>Tour: 3</div></div>   <div class = titleboxLeft1><div class = game-text id = loss_amount>Pertes: -70</div></div>    <div class = titleboxMiddle1><div class = game-text id = gain_amount>Gains: 15</div></div>    <div class = titlebox><div class = game-text>Combien de cartes voulez-vous prendre? </div></div>     <div class = titleboxRight1><div class = game-text id = num_loss_cards>Nombre Mauvaises Cartes: </div></div>   <div class = titleboxRight><div class = game-text id = current_round>Points du tour: 0</div></div><div class = cardbox><div class = square><input type='image' id = 1 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 2 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 3 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 4 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 5 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 6 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div></div>","89,71","1204","test","3","1","6","1","15","-70","15","false","",""
"1820","89","poldrack-single-stim","16","91662","0.0-8.2-0.6-0.6","pilot-40_ses-03_1","","1820","0","stim","<div class = cct-box><div1 class = titleBigBox>   <div class = titleboxLeft><div class = game-text id = game_round>Tour: 3</div></div>   <div class = titleboxLeft1><div class = game-text id = loss_amount>Pertes: -70</div></div>    <div class = titleboxMiddle1><div class = game-text id = gain_amount>Gains: 15</div></div>    <div class = titlebox><div class = game-text>Combien de cartes voulez-vous prendre? </div></div>     <div class = titleboxRight1><div class = game-text id = num_loss_cards>Nombre Mauvaises Cartes: </div></div>   <div class = titleboxRight><div class = game-text id = current_round>Points du tour: 15</div></div><div class = cardbox><div class = square><input type='image' id = 1 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 2 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 3 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 4 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 5 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 6 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/chosen.png'></div></div>","89,71","1820","test","3","2","6","1","15","-70","-55","true","",""
"-1","-1","poldrack-single-stim","17","94190","0.0-8.2-1.2","pilot-40_ses-03_1","","2522","0","ITI","<div class = cct-box><div1 class = titleBigBox>   <div class = titleboxLeft><div class = game-text id = game_round>Tour: 3</div></div>   <div class = titleboxLeft1><div class = game-text id = loss_amount>Pertes: -70</div></div>    <div class = titleboxMiddle1><div class = game-text id = gain_amount>Gains: 15</div></div>    <div class = titlebox><div class = game-text>Combien de cartes voulez-vous prendre? </div></div>     <div class = titleboxRight1><div class = game-text id = num_loss_cards>Nombre Mauvaises Cartes: </div></div>   <div class = titleboxRight><div class = game-text id = current_round>Points du tour: -55</div></div><div class = cardbox><div class = square><input type='image' id = 1 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 2 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/loss.png'></div><div class = square><input type='image' id = 3 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 4 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 5 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 6 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/chosen.png'></div></div>","none","2250","","","","","","","","","","",""
"1492","89","poldrack-single-stim","18","95686","0.0-8.3-0.7-0.7","pilot-40_ses-03_1","","1492","0","stim","<div class = cct-box><div1 class = titleBigBox>   <div class = titleboxLeft><div class = game-text id = game_round>Tour: 4</div></div>   <div class = titleboxLeft1><div class = game-text id = loss_amount>Pertes: -75</div></div>    <div class = titleboxMiddle1><div class = game-text id = gain_amount>Gains: 17</div></div>    <div class = titlebox><div class = game-text>Combien de cartes voulez-vous prendre? </div></div>     <div class = titleboxRight1><div class = game-text id = num_loss_cards>Nombre Mauvaises Cartes: </div></div>   <div class = titleboxRight><div class = game-text id = current_round>Points du tour: 0</div></div><div class = cardbox><div class = square><input type='image' id = 1 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 2 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 3 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 4 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 5 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 6 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div></div>","89,71","1492","test","4","1","6","1","17","-75","17","false","",""
"1803","89","poldrack-single-stim","19","97494","0.0-8.3-0.8-0.8","pilot-40_ses-03_1","","1803","0","stim","<div class = cct-box><div1 class = titleBigBox>   <div class = titleboxLeft><div class = game-text id = game_round>Tour: 4</div></div>   <div class = titleboxLeft1><div class = game-text id = loss_amount>Pertes: -75</div></div>    <div class = titleboxMiddle1><div class = game-text id = gain_amount>Gains: 17</div></div>    <div class = titlebox><div class = game-text>Combien de cartes voulez-vous prendre? </div></div>     <div class = titleboxRight1><div class = game-text id = num_loss_cards>Nombre Mauvaises Cartes: </div></div>   <div class = titleboxRight><div class = game-text id = current_round>Points du tour: 17</div></div><div class = cardbox><div class = square><input type='image' id = 1 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 2 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 3 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 4 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 5 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 6 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/chosen.png'></div></div>","89,71","1803","test","4","2","6","1","17","-75","34","false","",""
"2238","89","poldrack-single-stim","20","99736","0.0-8.3-0.9-0.9","pilot-40_ses-03_1","","2238","0","stim","<div class = cct-box><div1 class = titleBigBox>   <div class = titleboxLeft><div class = game-text id = game_round>Tour: 4</div></div>   <div class = titleboxLeft1><div class = game-text id = loss_amount>Pertes: -75</div></div>    <div class = titleboxMiddle1><div class = game-text id = gain_amount>Gains: 17</div></div>    <div class = titlebox><div class = game-text>Combien de cartes voulez-vous prendre? </div></div>     <div class = titleboxRight1><div class = game-text id = num_loss_cards>Nombre Mauvaises Cartes: </div></div>   <div class = titleboxRight><div class = game-text id = current_round>Points du tour: 34</div></div><div class = cardbox><div class = square><input type='image' id = 1 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 2 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 3 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 4 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 5 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/chosen.png'></div><div class = square><input type='image' id = 6 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/chosen.png'></div></div>","89,71","2238","test","4","3","6","1","17","-75","51","false","",""
"2592","89","poldrack-single-stim","21","102331","0.0-8.3-0.10-0.10","pilot-40_ses-03_1","","2592","0","stim","<div class = cct-box><div1 class = titleBigBox>   <div class = titleboxLeft><div class = game-text id = game_round>Tour: 4</div></div>   <div class = titleboxLeft1><div class = game-text id = loss_amount>Pertes: -75</div></div>    <div class = titleboxMiddle1><div class = game-text id = gain_amount>Gains: 17</div></div>    <div class = titlebox><div class = game-text>Combien de cartes voulez-vous prendre? </div></div>     <div class = titleboxRight1><div class = game-text id = num_loss_cards>Nombre Mauvaises Cartes: </div></div>   <div class = titleboxRight><div class = game-text id = current_round>Points du tour: 51</div></div><div class = cardbox><div class = square><input type='image' id = 1 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/chosen.png'></div><div class = square><input type='image' id = 2 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 3 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 4 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 5 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/chosen.png'></div><div class = square><input type='image' id = 6 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/chosen.png'></div></div>","89,71","2592","test","4","4","6","1","17","-75","68","false","",""
"1160","71","poldrack-single-stim","22","103495","0.0-8.3-0.11-0.11","pilot-40_ses-03_1","","1160","0","stim","<div class = cct-box><div1 class = titleBigBox>   <div class = titleboxLeft><div class = game-text id = game_round>Tour: 4</div></div>   <div class = titleboxLeft1><div class = game-text id = loss_amount>Pertes: -75</div></div>    <div class = titleboxMiddle1><div class = game-text id = gain_amount>Gains: 17</div></div>    <div class = titlebox><div class = game-text>Combien de cartes voulez-vous prendre? </div></div>     <div class = titleboxRight1><div class = game-text id = num_loss_cards>Nombre Mauvaises Cartes: </div></div>   <div class = titleboxRight><div class = game-text id = current_round>Points du tour: 68</div></div><div class = cardbox><div class = square><input type='image' id = 1 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/chosen.png'></div><div class = square><input type='image' id = 2 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 3 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 4 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/chosen.png'></div><div class = square><input type='image' id = 5 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/chosen.png'></div><div class = square><input type='image' id = 6 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/chosen.png'></div></div>","89,71","1160","test","4","4","6","1","17","-75","68","false","",""
"-1","-1","poldrack-single-stim","23","105958","0.0-8.3-1.3","pilot-40_ses-03_1","","2454","0","ITI","<div class = cct-box><div1 class = titleBigBox>   <div class = titleboxLeft><div class = game-text id = game_round>Tour: 4</div></div>   <div class = titleboxLeft1><div class = game-text id = loss_amount>Pertes: -75</div></div>    <div class = titleboxMiddle1><div class = game-text id = gain_amount>Gains: 17</div></div>    <div class = titlebox><div class = game-text>Combien de cartes voulez-vous prendre? </div></div>     <div class = titleboxRight1><div class = game-text id = num_loss_cards>Nombre Mauvaises Cartes: </div></div>   <div class = titleboxRight><div class = game-text id = current_round>Points du tour: 68</div></div><div class = cardbox><div class = square><input type='image' id = 1 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/chosen.png'></div><div class = square><input type='image' id = 2 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 3 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 4 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/chosen.png'></div><div class = square><input type='image' id = 5 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/chosen.png'></div><div class = square><input type='image' id = 6 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/chosen.png'></div></div>","none","2250","","","","","","","","","","",""
"2388","89","poldrack-single-stim","24","108354","0.0-8.4-0.12-0.12","pilot-40_ses-03_1","","2388","0","stim","<div class = cct-box><div2 class = titleBigBox>   <div class = titleboxLeft><div class = game-text id = game_round>Tour: 5</div></div>   <div class = titleboxLeft1><div class = game-text id = loss_amount>Pertes: -60</div></div>    <div class = titleboxMiddle1><div class = game-text id = gain_amount>Gains: 24</div></div>    <div class = titlebox><div class = game-text>Combien de cartes voulez-vous prendre? </div></div>     <div class = titleboxRight1><div class = game-text id = num_loss_cards>Nombre Mauvaises Cartes: </div></div>   <div class = titleboxRight><div class = game-text id = current_round>Points du tour: 0</div></div><div class = cardbox><div class = square><input type='image' id = 1 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 2 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 3 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 4 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 5 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 6 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 7 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 8 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div></div>","89,71","2388","test","5","1","8","2","24","-60","24","false","",""
"1817","89","poldrack-single-stim","25","110179","0.0-8.4-0.13-0.13","pilot-40_ses-03_1","","1817","0","stim","<div class = cct-box><div2 class = titleBigBox>   <div class = titleboxLeft><div class = game-text id = game_round>Tour: 5</div></div>   <div class = titleboxLeft1><div class = game-text id = loss_amount>Pertes: -60</div></div>    <div class = titleboxMiddle1><div class = game-text id = gain_amount>Gains: 24</div></div>    <div class = titlebox><div class = game-text>Combien de cartes voulez-vous prendre? </div></div>     <div class = titleboxRight1><div class = game-text id = num_loss_cards>Nombre Mauvaises Cartes: </div></div>   <div class = titleboxRight><div class = game-text id = current_round>Points du tour: 24</div></div><div class = cardbox><div class = square><input type='image' id = 1 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 2 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 3 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 4 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 5 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 6 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 7 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/beforeChosen.png'></div><div class = square><input type='image' id = 8 class = 'card_image' src='/static/experiments/columbia_card_task_hot/images/chosen.png'></div></div>","89,71","1817","test","5","2","8","2","24","-60","-36","true","",""
