"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","condition","exp_stage","trial_num","correct_response","correct","exp_id"
"-1","-1","poldrack-single-stim","21","39163","0.0-5.0-16.0","sub-11_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue3.png""</img></div></div>","none","500","BX","practice","4","","",""
"-1","-1","poldrack-single-stim","22","41183","0.0-5.0-17.0","sub-11_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"1007","71","poldrack-single-stim","23","43502","0.0-5.0-18.0","sub-11_ses-03_2","","2300","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","BX","practice","4","71","true",""
"-1","-1","poldrack-single-stim","24","44023","0.0-5.0-19.0","sub-11_ses-03_2","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","5","","",""
"-1","-1","poldrack-single-stim","25","44543","0.0-5.0-20.0","sub-11_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue1.png""</img></div></div>","none","500","BX","practice","5","","",""
"-1","-1","poldrack-single-stim","26","46562","0.0-5.0-21.0","sub-11_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"1134","71","poldrack-single-stim","27","48672","0.0-5.0-22.0","sub-11_ses-03_2","","2100","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","BX","practice","5","71","true",""
"-1","-1","poldrack-single-stim","28","49192","0.0-5.0-23.0","sub-11_ses-03_2","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","6","","",""
"-1","-1","poldrack-single-stim","29","49703","0.0-5.0-24.0","sub-11_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>","none","500","AX","practice","6","","",""
"-1","-1","poldrack-single-stim","30","51712","0.0-5.0-25.0","sub-11_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"711","89","poldrack-single-stim","31","53633","0.0-5.0-26.0","sub-11_ses-03_2","","1900","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","AX","practice","6","89","true",""
"-1","-1","poldrack-single-stim","32","54153","0.0-5.0-27.0","sub-11_ses-03_2","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","7","","",""
"-1","-1","poldrack-single-stim","33","54673","0.0-5.0-28.0","sub-11_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue5.png""</img></div></div>","none","500","BY","practice","7","","",""
"-1","-1","poldrack-single-stim","34","56694","0.0-5.0-29.0","sub-11_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"577","71","poldrack-single-stim","35","58212","0.0-5.0-30.0","sub-11_ses-03_2","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe3.png""</img></div></div>","89,71","500","BY","practice","7","71","true",""
"-1","-1","poldrack-single-stim","36","58733","0.0-5.0-31.0","sub-11_ses-03_2","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","8","","",""
"-1","-1","poldrack-single-stim","37","59253","0.0-5.0-32.0","sub-11_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>","none","500","AX","practice","8","","",""
"-1","-1","poldrack-single-stim","38","61274","0.0-5.0-33.0","sub-11_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"767","89","poldrack-single-stim","39","63792","0.0-5.0-34.0","sub-11_ses-03_2","","2500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","AX","practice","8","89","true",""
"-1","-1","poldrack-single-stim","40","64313","0.0-5.0-35.0","sub-11_ses-03_2","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","9","","",""
"-1","-1","poldrack-single-stim","41","64823","0.0-5.0-36.0","sub-11_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>","none","500","AY","practice","9","","",""
"-1","-1","poldrack-single-stim","42","66842","0.0-5.0-37.0","sub-11_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","practice","","","",""
"944","71","poldrack-single-stim","43","68364","0.0-5.0-38.0","sub-11_ses-03_2","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe1.png""</img></div></div>","89,71","500","AY","practice","9","71","true",""
"-1","-1","poldrack-single-stim","44","68885","0.0-5.0-39.0","sub-11_ses-03_2","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","","practice","10","","",""
"37301","32","poldrack-text","45","106199","0.0-6.0","sub-11_ses-03_2","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","37301","0","fmri_scanner_wait","","","","","","","","","",""
"53842","84","poldrack-text","46","160046","0.0-7.0","sub-11_ses-03_2","<div class = centerbox><div style='color:red'; class = center-text>+</div></div>","53842","0","fmri_trigger_wait","","","","","","","","","",""
"-1","-1","poldrack-single-stim","47","161064","0.0-8.0","sub-11_ses-03_2","","1000","0","fmri_buffer","","","none","1000","","","","","",""
"-1","-1","poldrack-single-stim","48","162584","0.0-9.0","sub-11_ses-03_2","","1500","500","test_start_block","","<div class = centerbox><div class = center-text>Preparez-vous!</p></div>","none","1500","","","","","",""
"-1","-1","poldrack-single-stim","49","163624","0.0-10.0","sub-11_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue3.png""</img></div></div>","none","500","BY","test","0","","",""
"-1","-1","poldrack-single-stim","50","165642","0.0-11.0","sub-11_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","test","","","",""
"509","71","poldrack-single-stim","51","167302","0.0-12.0","sub-11_ses-03_2","","1636","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71","500","BY","test","0","71","true",""
"-1","-1","poldrack-single-stim","52","167823","0.0-13.0","sub-11_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>","none","500","AY","test","1","","",""
"-1","-1","poldrack-single-stim","53","169833","0.0-14.0","sub-11_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","test","","","",""
"843","71","poldrack-single-stim","54","171342","0.0-15.0","sub-11_ses-03_2","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","AY","test","1","71","true",""
"-1","-1","poldrack-single-stim","55","171864","0.0-16.0","sub-11_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>","none","500","AX","test","2","","",""
"-1","-1","poldrack-single-stim","56","173873","0.0-17.0","sub-11_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","test","","","",""
"826","89","poldrack-single-stim","57","175922","0.0-18.0","sub-11_ses-03_2","","2044","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","AX","test","2","89","true",""
"-1","-1","poldrack-single-stim","58","176433","0.0-19.0","sub-11_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","BY","test","3","","",""
"-1","-1","poldrack-single-stim","59","178442","0.0-20.0","sub-11_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","test","","","",""
"530","71","poldrack-single-stim","60","180232","0.0-21.0","sub-11_ses-03_2","","1772","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe4.png""</img></div></div>","89,71","500","BY","test","3","71","true",""
"-1","-1","poldrack-single-stim","61","180752","0.0-22.0","sub-11_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue1.png""</img></div></div>","none","500","BX","test","4","","",""
"-1","-1","poldrack-single-stim","62","182763","0.0-23.0","sub-11_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","test","","","",""
"840","71","poldrack-single-stim","63","184401","0.0-24.0","sub-11_ses-03_2","","1636","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","BX","test","4","71","true",""
"-1","-1","poldrack-single-stim","64","184923","0.0-25.0","sub-11_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>","none","500","AX","test","5","","",""
"-1","-1","poldrack-single-stim","65","186943","0.0-26.0","sub-11_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","test","","","",""
"618","89","poldrack-single-stim","66","188592","0.0-27.0","sub-11_ses-03_2","","1636","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","AX","test","5","89","true",""
"-1","-1","poldrack-single-stim","67","189113","0.0-28.0","sub-11_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>","none","500","AX","test","6","","",""
"-1","-1","poldrack-single-stim","68","191133","0.0-29.0","sub-11_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","test","","","",""
"884","89","poldrack-single-stim","69","192652","0.0-30.0","sub-11_ses-03_2","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","AX","test","6","89","true",""
"-1","-1","poldrack-single-stim","70","193172","0.0-31.0","sub-11_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>","none","500","AX","test","7","","",""
"-1","-1","poldrack-single-stim","71","195192","0.0-32.0","sub-11_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","test","","","",""
"806","89","poldrack-single-stim","72","196712","0.0-33.0","sub-11_ses-03_2","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","AX","test","7","89","true",""
"-1","-1","poldrack-single-stim","73","197232","0.0-34.0","sub-11_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>","none","500","AY","test","8","","",""
"-1","-1","poldrack-single-stim","74","199243","0.0-35.0","sub-11_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","test","","","",""
"863","71","poldrack-single-stim","75","201292","0.0-36.0","sub-11_ses-03_2","","2044","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe4.png""</img></div></div>","89,71","500","AY","test","8","71","true",""
"-1","-1","poldrack-single-stim","76","201812","0.0-37.0","sub-11_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>","none","500","AX","test","9","","",""
"-1","-1","poldrack-single-stim","77","203823","0.0-38.0","sub-11_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","test","","","",""
"832","89","poldrack-single-stim","78","206281","0.0-39.0","sub-11_ses-03_2","","2452","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","AX","test","9","89","true",""
"-1","-1","poldrack-single-stim","79","206802","0.0-40.0","sub-11_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>","none","500","AX","test","10","","",""
"-1","-1","poldrack-single-stim","80","208823","0.0-41.0","sub-11_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","test","","","",""
"744","89","poldrack-single-stim","81","210742","0.0-42.0","sub-11_ses-03_2","","1908","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","AX","test","10","89","true",""
"-1","-1","poldrack-single-stim","82","211263","0.0-43.0","sub-11_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>","none","500","AX","test","11","","",""
"-1","-1","poldrack-single-stim","83","213282","0.0-44.0","sub-11_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","test","","","",""
"870","89","poldrack-single-stim","84","214802","0.0-45.0","sub-11_ses-03_2","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","AX","test","11","89","true",""
"-1","-1","poldrack-single-stim","85","215323","0.0-46.0","sub-11_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>","none","500","AX","test","12","","",""
"-1","-1","poldrack-single-stim","86","217343","0.0-47.0","sub-11_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","test","","","",""
"795","89","poldrack-single-stim","87","219273","0.0-48.0","sub-11_ses-03_2","","1908","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","AX","test","12","89","true",""
"-1","-1","poldrack-single-stim","88","219782","0.0-49.0","sub-11_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","BX","test","13","","",""
"-1","-1","poldrack-single-stim","89","221793","0.0-50.0","sub-11_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","test","","","",""
"581","71","poldrack-single-stim","90","223982","0.0-51.0","sub-11_ses-03_2","","2180","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","BX","test","13","71","true",""
"-1","-1","poldrack-single-stim","91","224503","0.0-52.0","sub-11_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>","none","500","AX","test","14","","",""
"-1","-1","poldrack-single-stim","92","226523","0.0-53.0","sub-11_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","test","","","",""
"880","89","poldrack-single-stim","93","228032","0.0-54.0","sub-11_ses-03_2","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","AX","test","14","89","true",""
"-1","-1","poldrack-single-stim","94","228554","0.0-55.0","sub-11_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","BY","test","15","","",""
"-1","-1","poldrack-single-stim","95","230573","0.0-56.0","sub-11_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","test","","","",""
"902","71","poldrack-single-stim","96","232490","0.0-57.0","sub-11_ses-03_2","","1908","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","BY","test","15","71","true",""
"-1","-1","poldrack-single-stim","97","233012","0.0-58.0","sub-11_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue1.png""</img></div></div>","none","500","BX","test","16","","",""
"-1","-1","poldrack-single-stim","98","235023","0.0-59.0","sub-11_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","test","","","",""
"923","71","poldrack-single-stim","99","237362","0.0-60.0","sub-11_ses-03_2","","2316","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","BX","test","16","71","true",""
"-1","-1","poldrack-single-stim","100","237882","0.0-61.0","sub-11_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>","none","500","AY","test","17","","",""
"-1","-1","poldrack-single-stim","101","239903","0.0-62.0","sub-11_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","test","","","",""
"810","71","poldrack-single-stim","102","242221","0.0-63.0","sub-11_ses-03_2","","2316","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe1.png""</img></div></div>","89,71","500","AY","test","17","71","true",""
"-1","-1","poldrack-single-stim","103","242742","0.0-64.0","sub-11_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","BX","test","18","","",""
"-1","-1","poldrack-single-stim","104","244763","0.0-65.0","sub-11_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","test","","","",""
"849","89","poldrack-single-stim","105","246402","0.0-66.0","sub-11_ses-03_2","","1636","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","BX","test","18","71","false",""
"-1","-1","poldrack-single-stim","106","246923","0.0-67.0","sub-11_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>","none","500","AY","test","19","","",""
"-1","-1","poldrack-single-stim","107","248931","0.0-68.0","sub-11_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","test","","","",""
"979","71","poldrack-single-stim","108","250453","0.0-69.0","sub-11_ses-03_2","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe3.png""</img></div></div>","89,71","500","AY","test","19","71","true",""
"-1","-1","poldrack-single-stim","109","250973","0.0-70.0","sub-11_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue1.png""</img></div></div>","none","500","BY","test","20","","",""
"-1","-1","poldrack-single-stim","110","252993","0.0-71.0","sub-11_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","test","","","",""
"772","71","poldrack-single-stim","111","254911","0.0-72.0","sub-11_ses-03_2","","1908","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe1.png""</img></div></div>","89,71","500","BY","test","20","71","true",""
"-1","-1","poldrack-single-stim","112","255433","0.0-73.0","sub-11_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>","none","500","AX","test","21","","",""
"-1","-1","poldrack-single-stim","113","257442","0.0-74.0","sub-11_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","test","","","",""
"561","89","poldrack-single-stim","114","258961","0.0-75.0","sub-11_ses-03_2","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","AX","test","21","89","true",""
"-1","-1","poldrack-single-stim","115","259472","0.0-76.0","sub-11_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>","none","500","AY","test","22","","",""
"-1","-1","poldrack-single-stim","116","261492","0.0-77.0","sub-11_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","test","","","",""
"728","71","poldrack-single-stim","117","263812","0.0-78.0","sub-11_ses-03_2","","2316","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","AY","test","22","71","true",""
"-1","-1","poldrack-single-stim","118","264332","0.0-79.0","sub-11_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>","none","500","AX","test","23","","",""
"-1","-1","poldrack-single-stim","119","266353","0.0-80.0","sub-11_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","","test","","","",""
"556","89","poldrack-single-stim","120","267872","0.0-81.0","sub-11_ses-03_2","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","AX","test","23","89","true",""
"-1","-1","poldrack-single-stim","121","268393","0.0-82.0","sub-11_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>","none","500","AY","test","24","","",""
