"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","exp_stage","condition","trial_num","correct_response","correct","exp_id"
"671","71","poldrack-single-stim","15","34284","0.0-5.0-10.0","sub-14_ses-03_2","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe1.png""</img></div></div>","89,71","500","practice","AY","2","71","true",""
"-1","-1","poldrack-single-stim","16","34805","0.0-5.0-11.0","sub-14_ses-03_2","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","practice","","3","","",""
"-1","-1","poldrack-single-stim","17","35314","0.0-5.0-12.0","sub-14_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","practice","AX","3","","",""
"-1","-1","poldrack-single-stim","18","37325","0.0-5.0-13.0","sub-14_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"634","89","poldrack-single-stim","19","38844","0.0-5.0-14.0","sub-14_ses-03_2","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","practice","AX","3","89","true",""
"-1","-1","poldrack-single-stim","20","39366","0.0-5.0-15.0","sub-14_ses-03_2","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","practice","","4","","",""
"-1","-1","poldrack-single-stim","21","39883","0.0-5.0-16.0","sub-14_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","practice","AX","4","","",""
"-1","-1","poldrack-single-stim","22","41904","0.0-5.0-17.0","sub-14_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"450","71","poldrack-single-stim","23","43824","0.0-5.0-18.0","sub-14_ses-03_2","","1900","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","practice","AX","4","89","false",""
"-1","-1","poldrack-single-stim","24","44333","0.0-5.0-19.0","sub-14_ses-03_2","","500","0","feedback","","<div class = centerbox><div style=""color:red""; class = center-text>Incorrect</div></div>","none","500","practice","","5","","",""
"-1","-1","poldrack-single-stim","25","44854","0.0-5.0-20.0","sub-14_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","practice","AX","5","","",""
"-1","-1","poldrack-single-stim","26","46864","0.0-5.0-21.0","sub-14_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"637","89","poldrack-single-stim","27","48384","0.0-5.0-22.0","sub-14_ses-03_2","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","practice","AX","5","89","true",""
"-1","-1","poldrack-single-stim","28","48905","0.0-5.0-23.0","sub-14_ses-03_2","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","practice","","6","","",""
"-1","-1","poldrack-single-stim","29","49416","0.0-5.0-24.0","sub-14_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","practice","AX","6","","",""
"-1","-1","poldrack-single-stim","30","51424","0.0-5.0-25.0","sub-14_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"579","89","poldrack-single-stim","31","52944","0.0-5.0-26.0","sub-14_ses-03_2","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","practice","AX","6","89","true",""
"-1","-1","poldrack-single-stim","32","53464","0.0-5.0-27.0","sub-14_ses-03_2","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","practice","","7","","",""
"-1","-1","poldrack-single-stim","33","53985","0.0-5.0-28.0","sub-14_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","practice","AY","7","","",""
"-1","-1","poldrack-single-stim","34","56004","0.0-5.0-29.0","sub-14_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"743","71","poldrack-single-stim","35","58324","0.0-5.0-30.0","sub-14_ses-03_2","","2300","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","practice","AY","7","71","true",""
"-1","-1","poldrack-single-stim","36","58844","0.0-5.0-31.0","sub-14_ses-03_2","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","practice","","8","","",""
"-1","-1","poldrack-single-stim","37","59365","0.0-5.0-32.0","sub-14_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue5.png""</img></div></div>","none","500","practice","BY","8","","",""
"-1","-1","poldrack-single-stim","38","61385","0.0-5.0-33.0","sub-14_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"336","71","poldrack-single-stim","39","63904","0.0-5.0-34.0","sub-14_ses-03_2","","2500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe3.png""</img></div></div>","89,71","500","practice","BY","8","71","true",""
"-1","-1","poldrack-single-stim","40","64425","0.0-5.0-35.0","sub-14_ses-03_2","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","practice","","9","","",""
"-1","-1","poldrack-single-stim","41","64946","0.0-5.0-36.0","sub-14_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>","none","500","practice","BX","9","","",""
"-1","-1","poldrack-single-stim","42","66963","0.0-5.0-37.0","sub-14_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","practice","","","","",""
"389","71","poldrack-single-stim","43","68484","0.0-5.0-38.0","sub-14_ses-03_2","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","practice","BX","9","71","true",""
"-1","-1","poldrack-single-stim","44","69005","0.0-5.0-39.0","sub-14_ses-03_2","","500","0","feedback","","<div class = centerbox><div style=""color:#4FE829""; class = center-text>Correct!</div></div>","none","500","practice","","10","","",""
"6878","32","poldrack-text","45","75891","0.0-6.0","sub-14_ses-03_2","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","6878","0","fmri_scanner_wait","","","","","","","","","",""
"55287","84","poldrack-text","46","131181","0.0-7.0","sub-14_ses-03_2","<div class = centerbox><div style='color:red'; class = center-text>+</div></div>","55287","0","fmri_trigger_wait","","","","","","","","","",""
"-1","-1","poldrack-single-stim","47","132206","0.0-8.0","sub-14_ses-03_2","","1000","0","fmri_buffer","","","none","1000","","","","","",""
"-1","-1","poldrack-single-stim","48","133725","0.0-9.0","sub-14_ses-03_2","","1500","500","test_start_block","","<div class = centerbox><div class = center-text>Preparez-vous!</p></div>","none","1500","","","","","",""
"-1","-1","poldrack-single-stim","49","134763","0.0-10.0","sub-14_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue3.png""</img></div></div>","none","500","test","BY","0","","",""
"-1","-1","poldrack-single-stim","50","136775","0.0-11.0","sub-14_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","test","","","","",""
"437","71","poldrack-single-stim","51","138434","0.0-12.0","sub-14_ses-03_2","","1636","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","test","BY","0","71","true",""
"-1","-1","poldrack-single-stim","52","138955","0.0-13.0","sub-14_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","test","AY","1","","",""
"-1","-1","poldrack-single-stim","53","140975","0.0-14.0","sub-14_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","test","","","","",""
"657","71","poldrack-single-stim","54","142494","0.0-15.0","sub-14_ses-03_2","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71","500","test","AY","1","71","true",""
"-1","-1","poldrack-single-stim","55","143015","0.0-16.0","sub-14_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","test","AX","2","","",""
"-1","-1","poldrack-single-stim","56","145037","0.0-17.0","sub-14_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","test","","","","",""
"839","89","poldrack-single-stim","57","147103","0.0-18.0","sub-14_ses-03_2","","2044","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","test","AX","2","89","true",""
"-1","-1","poldrack-single-stim","58","147626","0.0-19.0","sub-14_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue3.png""</img></div></div>","none","500","test","BY","3","","",""
"-1","-1","poldrack-single-stim","59","149634","0.0-20.0","sub-14_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","test","","","","",""
"245","71","poldrack-single-stim","60","151414","0.0-21.0","sub-14_ses-03_2","","1772","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe2.png""</img></div></div>","89,71","500","test","BY","3","71","true",""
"-1","-1","poldrack-single-stim","61","151935","0.0-22.0","sub-14_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue1.png""</img></div></div>","none","500","test","BX","4","","",""
"-1","-1","poldrack-single-stim","62","153955","0.0-23.0","sub-14_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","test","","","","",""
"340","71","poldrack-single-stim","63","155594","0.0-24.0","sub-14_ses-03_2","","1636","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","test","BX","4","71","true",""
"-1","-1","poldrack-single-stim","64","156115","0.0-25.0","sub-14_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","test","AX","5","","",""
"-1","-1","poldrack-single-stim","65","158124","0.0-26.0","sub-14_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","test","","","","",""
"425","89","poldrack-single-stim","66","159764","0.0-27.0","sub-14_ses-03_2","","1636","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","test","AX","5","89","true",""
"-1","-1","poldrack-single-stim","67","160284","0.0-28.0","sub-14_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","test","AX","6","","",""
"-1","-1","poldrack-single-stim","68","162295","0.0-29.0","sub-14_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","test","","","","",""
"688","89","poldrack-single-stim","69","163813","0.0-30.0","sub-14_ses-03_2","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","test","AX","6","89","true",""
"-1","-1","poldrack-single-stim","70","164324","0.0-31.0","sub-14_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","test","AX","7","","",""
"-1","-1","poldrack-single-stim","71","166344","0.0-32.0","sub-14_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","test","","","","",""
"486","89","poldrack-single-stim","72","167863","0.0-33.0","sub-14_ses-03_2","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","test","AX","7","89","true",""
"-1","-1","poldrack-single-stim","73","168383","0.0-34.0","sub-14_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","test","AY","8","","",""
"-1","-1","poldrack-single-stim","74","170405","0.0-35.0","sub-14_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","test","","","","",""
"676","71","poldrack-single-stim","75","172464","0.0-36.0","sub-14_ses-03_2","","2044","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71","500","test","AY","8","71","true",""
"-1","-1","poldrack-single-stim","76","172983","0.0-37.0","sub-14_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","test","AX","9","","",""
"-1","-1","poldrack-single-stim","77","175003","0.0-38.0","sub-14_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","test","","","","",""
"581","89","poldrack-single-stim","78","177466","0.0-39.0","sub-14_ses-03_2","","2452","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","test","AX","9","89","true",""
"-1","-1","poldrack-single-stim","79","177986","0.0-40.0","sub-14_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","test","AX","10","","",""
"-1","-1","poldrack-single-stim","80","179993","0.0-41.0","sub-14_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","test","","","","",""
"545","89","poldrack-single-stim","81","181905","0.0-42.0","sub-14_ses-03_2","","1908","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","test","AX","10","89","true",""
"-1","-1","poldrack-single-stim","82","182409","0.0-43.0","sub-14_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","test","AX","11","","",""
"-1","-1","poldrack-single-stim","83","184425","0.0-44.0","sub-14_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","test","","","","",""
"591","89","poldrack-single-stim","84","185948","0.0-45.0","sub-14_ses-03_2","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","test","AX","11","89","true",""
"-1","-1","poldrack-single-stim","85","186466","0.0-46.0","sub-14_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","test","AX","12","","",""
"-1","-1","poldrack-single-stim","86","188486","0.0-47.0","sub-14_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","test","","","","",""
"478","89","poldrack-single-stim","87","190406","0.0-48.0","sub-14_ses-03_2","","1908","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","test","AX","12","89","true",""
"-1","-1","poldrack-single-stim","88","190926","0.0-49.0","sub-14_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue1.png""</img></div></div>","none","500","test","BX","13","","",""
"-1","-1","poldrack-single-stim","89","192948","0.0-50.0","sub-14_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","test","","","","",""
"-1","-1","poldrack-single-stim","90","195135","0.0-51.0","sub-14_ses-03_2","","2180","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","test","BX","13","71","false",""
"-1","-1","poldrack-single-stim","91","195657","0.0-52.0","sub-14_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","test","AX","14","","",""
"-1","-1","poldrack-single-stim","92","197665","0.0-53.0","sub-14_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","test","","","","",""
"496","89","poldrack-single-stim","93","199173","0.0-54.0","sub-14_ses-03_2","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","test","AX","14","89","true",""
"-1","-1","poldrack-single-stim","94","199696","0.0-55.0","sub-14_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue5.png""</img></div></div>","none","500","test","BY","15","","",""
"-1","-1","poldrack-single-stim","95","201705","0.0-56.0","sub-14_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","test","","","","",""
"473","71","poldrack-single-stim","96","203625","0.0-57.0","sub-14_ses-03_2","","1908","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe1.png""</img></div></div>","89,71","500","test","BY","15","71","true",""
"-1","-1","poldrack-single-stim","97","204145","0.0-58.0","sub-14_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue1.png""</img></div></div>","none","500","test","BX","16","","",""
"-1","-1","poldrack-single-stim","98","206166","0.0-59.0","sub-14_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","test","","","","",""
"551","71","poldrack-single-stim","99","208493","0.0-60.0","sub-14_ses-03_2","","2316","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","test","BX","16","71","true",""
"-1","-1","poldrack-single-stim","100","209015","0.0-61.0","sub-14_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","test","AY","17","","",""
"-1","-1","poldrack-single-stim","101","211035","0.0-62.0","sub-14_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","test","","","","",""
"792","71","poldrack-single-stim","102","213375","0.0-63.0","sub-14_ses-03_2","","2316","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe4.png""</img></div></div>","89,71","500","test","AY","17","71","true",""
"-1","-1","poldrack-single-stim","103","213895","0.0-64.0","sub-14_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue6.png""</img></div></div>","none","500","test","BX","18","","",""
"-1","-1","poldrack-single-stim","104","215914","0.0-65.0","sub-14_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","test","","","","",""
"1091","71","poldrack-single-stim","105","217564","0.0-66.0","sub-14_ses-03_2","","1636","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","test","BX","18","71","true",""
"-1","-1","poldrack-single-stim","106","218084","0.0-67.0","sub-14_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","test","AY","19","","",""
"-1","-1","poldrack-single-stim","107","220104","0.0-68.0","sub-14_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","test","","","","",""
"1105","71","poldrack-single-stim","108","221622","0.0-69.0","sub-14_ses-03_2","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe5.png""</img></div></div>","89,71","500","test","AY","19","71","true",""
"-1","-1","poldrack-single-stim","109","222145","0.0-70.0","sub-14_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue1.png""</img></div></div>","none","500","test","BY","20","","",""
"-1","-1","poldrack-single-stim","110","224166","0.0-71.0","sub-14_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","test","","","","",""
"368","71","poldrack-single-stim","111","226084","0.0-72.0","sub-14_ses-03_2","","1908","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe1.png""</img></div></div>","89,71","500","test","BY","20","71","true",""
"-1","-1","poldrack-single-stim","112","226604","0.0-73.0","sub-14_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","test","AX","21","","",""
"-1","-1","poldrack-single-stim","113","228624","0.0-74.0","sub-14_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","test","","","","",""
"404","89","poldrack-single-stim","114","230144","0.0-75.0","sub-14_ses-03_2","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","test","AX","21","89","true",""
"-1","-1","poldrack-single-stim","115","230665","0.0-76.0","sub-14_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","test","AY","22","","",""
"-1","-1","poldrack-single-stim","116","232684","0.0-77.0","sub-14_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","test","","","","",""
"724","71","poldrack-single-stim","117","235004","0.0-78.0","sub-14_ses-03_2","","2316","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe1.png""</img></div></div>","89,71","500","test","AY","22","71","true",""
"-1","-1","poldrack-single-stim","118","235524","0.0-79.0","sub-14_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","test","AX","23","","",""
"-1","-1","poldrack-single-stim","119","237549","0.0-80.0","sub-14_ses-03_2","","2000","0","fixation","","<div class = centerbox><div class = fixation>+</div></div>","none","2000","test","","","","",""
"958","89","poldrack-single-stim","120","239067","0.0-81.0","sub-14_ses-03_2","","1500","0","probe","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>","89,71","500","test","AX","23","89","true",""
"-1","-1","poldrack-single-stim","121","239588","0.0-82.0","sub-14_ses-03_2","","500","0","cue","","<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue2.png""</img></div></div>","none","500","test","AY","24","","",""
