Slide|||||||||||||
coutissent|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item
"Avez-vous vu l'item “coutissent”? Si ""OUI"", appuyez sur le bouton gauche. Si ""NON"", appuyez sur le bouton droit."|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|fdbk_no
La réponse, dans ce cas, est “NON”, donc il faut presser le bouton avec la main droite.|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item
Et encore un autre example,|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item
La séquence de mots sera presentée et, immédiatement après, un mot sera presenté, mais maintenant sans préavis.|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item
Vgh|bjpdbmgv|pjvvsct|zcgljcgfjc|tpss|nqk|srrbhg|lfsfjs|rrtrmg|ldctvxvp.| | | |srrbhg
"Avez-vous vu l'item “srrbhg”? Si ""OUI"", appuyez sur le bouton gauche. Si ""NON"" appuyez sur le bouton droit."|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|fdbk_yes
La réponse est “OUI”, donc il faut presser le bouton avec la main gauche.|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item
Veuillez noter qu'il n'y aura pas de préavis entre le mot présenté et la phrase.|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item
La durée totale de l'expérience est approximativement d'une heure. Elle inclut six sessions.|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item
Chacune de ces sessions dure environ dix minutes, au cours desquelles soixante tests seront effectués.|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item
Chaque test comprend la présentation successive de dix mots, suivis de l'exemple de test et de votre réponse.|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item
Une session est continue, sans interruption.|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item
L'expérience est rapide, restez attentifs. Si vous ratez un test, ce n'est pas grave, essayez de vous concentrer pour le suivant.|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item
Il y aura une pause de une à deux minutes entre les sessions.|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item
"Pour retourner au menu principal, appuyez à tout moment sur le bouton “m”. Pour afficher les instructions de nouveau, appuyer ""ENTER""."|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item|no_item
